"","date","datetime","site","precip","Ca","Mg","K","Na","Al","NH4","pH","SO4","NO3","Cl","PO4","SiO2","sp.cond","note","canonical"
"189",1967-10-09,NA,"S",NA,0.005,0.17,0.17,0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,TRUE
"190",1967-10-16,NA,"S",NA,0.05,0.01,0.02,0.07,NA,0.24,4.09,3.6,2.21,0.33,NA,NA,NA,7,TRUE
"191",1967-10-23,NA,"S",NA,0.24,0.07,0.28,0.14,NA,0.51,4.28,3.3,2.31,0.82,NA,NA,NA,7,TRUE
"192",1967-10-30,NA,"S",NA,0.07,0.07,0.22,0.48,NA,0.15,4.55,1.4,0.43,0.97,NA,NA,NA,7,TRUE
"193",1967-11-06,NA,"S",NA,0.04,0.03,0.02,0.18,NA,0.19,4.26,2.5,1.67,0.45,NA,NA,NA,7,TRUE
"194",1967-11-13,NA,"S",NA,0.15,0.03,0.04,0.12,NA,0.4,4.15,3.6,3.23,0.52,NA,NA,NA,7,TRUE
"195",1967-11-21,NA,"S",NA,0.32,0.4,0.07,0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,TRUE
"196",1967-11-28,NA,"S",NA,0.06,0.01,0.005,0.07,NA,0.12,4.54,0.2,1.21,0.14,NA,NA,NA,7,TRUE
"197",1967-12-04,NA,"S",NA,0.005,0.01,0.01,0.01,NA,0.05,4.69,1.3,0.32,0.14,NA,NA,NA,0,TRUE
"198",1967-12-19,NA,"S",NA,0.05,0.01,0.03,0.05,NA,0.05,4.37,2.4,1.06,0.18,NA,NA,NA,1,FALSE
"199",1968-01-03,NA,"S",NA,0.07,0.02,0.01,0.14,NA,0.1,4.34,2,1.77,0.34,NA,NA,NA,7,TRUE
"200",1968-01-15,NA,"S",NA,0.08,0.03,0.15,0.17,NA,0.06,4.22,2.3,2.58,0.37,NA,NA,NA,1,FALSE
"201",1968-01-30,NA,"S",NA,0.11,0.02,0.05,0.09,NA,0.33,4.01,3.5,3.01,0.29,NA,NA,NA,7,TRUE
"202",1968-02-12,NA,"S",NA,0.03,0.13,0.03,0.02,NA,0.05,4.21,1.67,2.69,0.32,NA,NA,NA,0,TRUE
"203",1968-02-27,NA,"S",NA,1.16,0.24,0.19,0.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,FALSE
"204",1968-03-12,NA,"S",NA,0.75,0.2,0.17,0.93,NA,0.1,NA,2.49,1.24,0.36,NA,NA,NA,0,TRUE
"205",1968-03-26,NA,"S",NA,0.07,0.03,0.005,0.16,NA,0.1,4.22,2.49,1.42,0.36,NA,NA,NA,0,TRUE
"206",1968-04-02,NA,"S",NA,0.66,0.1,0.11,0.15,NA,0.47,4.2,4.26,3.14,0.4,NA,NA,NA,0,TRUE
"207",1968-04-08,NA,"S",NA,1.12,0.27,0.43,0.52,NA,1.49,3.76,13,5.81,1.12,NA,NA,NA,1,FALSE
"208",1968-04-15,NA,"S",NA,2.58,0.51,0.66,0.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,TRUE
"209",1968-04-23,NA,"S",NA,0.09,0.02,0.05,0.03,NA,0.25,4.46,2.07,0.33,0.3,NA,NA,NA,1,FALSE
"210",1968-05-01,NA,"S",NA,0.06,0.03,0.03,0.17,NA,0.18,4.36,2.09,0.57,0.37,NA,NA,NA,7,TRUE
"211",1968-05-07,NA,"S",NA,0.42,0.11,0.22,0.22,NA,NA,3.86,6.1,6.7,0.64,NA,NA,NA,1,FALSE
"212",1968-05-14,NA,"S",NA,0.17,0.03,0.07,0.05,NA,0.16,4.27,1.9,1.49,0.24,NA,NA,NA,0,TRUE
"213",1968-05-21,NA,"S",NA,0.09,0.03,0.11,0.04,NA,0.2,4.05,3.17,2.38,0.27,NA,NA,NA,0,TRUE
"214",1968-05-28,NA,"S",NA,0.27,0.1,0.36,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,FALSE
"215",1968-06-03,NA,"S",NA,0.05,0.01,0.03,0.04,NA,0.28,3.92,5.3,1.18,NA,NA,NA,NA,0,TRUE
"216",1968-06-11,NA,"S",NA,0.17,0.04,0.06,0.03,NA,0.45,4.08,4.5,1.29,0.39,NA,NA,NA,7,TRUE
"217",1968-06-18,NA,"S",NA,0.16,0.04,0.12,0.03,NA,0.29,3.9,4.54,1.47,1.71,NA,NA,NA,7,TRUE
"218",1968-06-25,NA,"S",NA,0.17,0.03,0.12,0.04,NA,0.55,3.79,7.3,2.88,0.5,NA,NA,NA,0,TRUE
"219",1968-07-02,NA,"S",NA,0.05,0.01,0.005,0.01,NA,0.06,4.49,1.22,0.39,0.33,NA,NA,NA,7,TRUE
"220",1968-07-15,NA,"S",NA,0.14,0.02,0.02,0.03,NA,0.22,3.95,4.22,1.01,0.66,NA,NA,NA,7,TRUE
"221",1968-07-22,NA,"S",NA,0.16,0.04,0.09,0.05,NA,0.39,4,5.1,1.16,0.26,NA,NA,NA,7,TRUE
"222",1968-07-29,NA,"S",NA,0.3,0.07,0.09,0.05,NA,0.5,3.75,7.6,3.11,0.9,NA,NA,NA,7,TRUE
"223",1968-08-07,NA,"S",NA,0.14,0.04,0.03,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,TRUE
"224",1968-08-13,NA,"S",NA,0.12,0.03,0.03,0.04,NA,0.7,3.93,4.16,1.33,1.29,NA,NA,NA,7,TRUE
"225",1968-08-19,NA,"S",NA,0.1,0.1,0.04,0.03,NA,0.5,4.29,1.74,0.58,1.37,NA,NA,NA,7,TRUE
"226",1968-08-26,NA,"S",NA,0.08,0.02,0.02,0.1,NA,0.5,3.88,4.16,2.8,0.58,NA,NA,NA,7,TRUE
"227",1968-09-04,NA,"S",NA,0.84,0.7,NA,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,TRUE
"228",1968-09-17,NA,"S",NA,0.08,0.03,0.03,0.14,NA,0.31,NA,3.05,0.9,0.44,NA,NA,NA,0,TRUE
"229",1968-09-30,NA,"S",NA,NA,0.18,NA,0.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,FALSE
"230",1968-10-08,NA,"S",NA,0.18,0.02,0.09,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,FALSE
"231",1968-10-14,NA,"S",NA,NA,0.16,0.33,0.91,NA,0.18,4.13,1.66,0.8,1.7,NA,NA,NA,7,TRUE
"232",1968-10-24,NA,"S",NA,0.08,0.03,0.09,0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,FALSE
"233",1968-10-28,NA,"S",NA,0.05,0.02,0.06,0.02,NA,0.08,4.47,1.06,0.19,0.52,NA,NA,NA,7,TRUE
"234",1968-11-08,NA,"S",NA,0.3,0.04,0.03,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,TRUE
"235",1968-11-14,NA,"S",NA,0.05,0.02,0.1,0.005,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,TRUE
"236",1968-11-25,NA,"S",NA,0.1,0.01,0.04,0.04,NA,0.19,4.37,1.73,1.36,0.14,NA,NA,NA,7,TRUE
"237",1968-12-09,NA,"S",NA,0.04,0.01,0.005,0.01,NA,0.14,4.42,1.36,0.95,0.11,NA,NA,NA,7,TRUE
"238",1968-12-30,NA,"S",NA,0.04,0.01,0.005,0.02,NA,0.13,4.41,1.03,0.99,0.15,NA,NA,NA,7,TRUE
"239",1969-01-13,NA,"S",NA,0.11,0.02,0.04,0.13,NA,0.17,4.29,1.77,1.94,0.31,NA,NA,NA,7,TRUE
"240",1969-01-28,NA,"S",NA,0.12,0.06,0.11,0.39,NA,0.27,4.14,2.87,1.83,0.76,NA,NA,NA,7,TRUE
"241",1969-02-11,NA,"S",NA,0.03,0.005,0.005,0.03,NA,0.16,4.47,1.2,0.68,0.05,NA,NA,NA,7,TRUE
"242",1969-02-18,NA,"S",NA,0.33,0.06,0.07,0.3,NA,NA,NA,NA,6.9,NA,NA,NA,NA,0,TRUE
"243",1969-03-05,NA,"S",NA,0.04,0.04,0.005,0.02,NA,0.16,4.97,0.43,0.06,0.13,NA,NA,NA,7,TRUE
"244",1969-03-19,NA,"S",NA,2.46,0.45,0.25,0.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,FALSE
"245",1969-04-11,NA,"S",NA,0.25,0.04,0.07,0.13,NA,0.37,3.89,4.49,2.64,0.47,NA,NA,NA,7,TRUE
"246",1969-04-25,NA,"S",NA,0.12,0.02,0.03,0.11,NA,0.22,3.98,3.3,1.85,0.47,NA,NA,NA,7,TRUE
"247",1969-05-06,NA,"S",NA,0.49,0.08,0.07,0.12,NA,0.5,3.99,4.59,2.36,0.49,NA,NA,NA,7,TRUE
"248",1969-05-13,NA,"S",NA,0.2,0.03,0.13,0.12,NA,0.41,3.95,4.08,1.89,0.53,NA,NA,NA,7,TRUE
"249",1969-05-23,NA,"S",NA,0.43,0.04,0.06,0.42,NA,0.28,4.16,2.84,1.17,0.44,NA,NA,NA,7,TRUE
"250",1969-05-30,NA,"S",NA,0.79,0.26,1.2,0.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,FALSE
"251",1969-06-10,NA,"S",NA,0.2,0.06,0.25,0.14,NA,0.65,3.94,5.5,2.05,0.56,NA,NA,NA,7,TRUE
"252",1969-06-16,NA,"S",NA,0.01,0.005,0.005,0.05,NA,0.43,4.26,2.04,0.67,0.24,NA,NA,NA,0,TRUE
"253",1969-06-24,NA,"S",NA,0.11,0.03,0.07,0.005,NA,0.33,4.2,2.64,0.83,0.11,NA,NA,NA,1,FALSE
"254",1969-07-01,NA,"S",NA,NA,NA,1.6,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,FALSE
"255",1969-07-08,NA,"S",NA,0.45,0.11,0.2,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,TRUE
"256",1969-07-15,NA,"S",NA,0.12,0.02,0.03,0.03,NA,0.4,3.98,3.12,1.61,0.22,NA,NA,NA,0,TRUE
"257",1969-07-23,NA,"S",NA,0.81,0.14,0.51,0.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,FALSE
"258",1969-07-28,NA,"S",NA,0.12,0.02,0.005,0.07,NA,0.49,3.77,0.58,2.31,0.27,NA,NA,NA,1,FALSE
"259",1969-08-04,NA,"S",NA,0.1,0.02,0.02,0.07,NA,0.19,4.02,3.33,1.22,0.23,NA,NA,NA,0,TRUE
"260",1969-08-11,NA,"S",NA,0.12,0.02,0.02,0.02,NA,0.36,4.11,2.36,0.85,0.13,NA,NA,NA,0,TRUE
"261",1969-08-19,NA,"S",NA,0.17,0.02,0.04,0.03,NA,0.3,4.28,2.46,0.71,0.23,NA,NA,NA,1,FALSE
"262",1969-08-25,NA,"S",NA,0.08,0.02,0.01,0.005,NA,0.31,4.25,1.41,0.25,1.27,NA,NA,NA,0,TRUE
"263",1969-09-11,NA,"S",NA,0.17,0.02,0.05,0.03,NA,0.44,4.13,3.79,1.14,0.16,NA,NA,NA,0,TRUE
"264",1969-09-23,NA,"S",NA,0.39,0.04,0.13,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,FALSE
"265",1969-09-30,NA,"S",NA,0.2,0.04,0.33,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,FALSE
"266",1969-10-06,NA,"S",NA,0.08,0.02,0.21,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,TRUE
"267",1969-10-13,NA,"S",NA,0.24,0.1,2.4,0.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,FALSE
"268",1969-10-21,NA,"S",NA,0.45,0.14,0.51,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,FALSE
"269",1969-10-28,NA,"S",NA,0.23,0.02,0.04,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,TRUE
"270",1969-11-04,NA,"S",NA,0.29,0.23,0.54,1.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,FALSE
"271",1969-11-18,NA,"S",NA,0.12,0.04,0.09,0.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,TRUE
"272",1969-11-25,NA,"S",NA,0.03,0.06,0.02,0.49,NA,0.04,4.18,1.6,0.43,0.87,NA,NA,NA,0,TRUE
"273",1969-12-01,NA,"S",NA,2.32,0.17,0.32,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,FALSE
"274",1969-12-09,NA,"S",NA,0.08,0.01,0.03,0.08,NA,0.04,4.43,0.64,0.55,0.18,NA,NA,NA,0,TRUE
"275",1969-12-16,NA,"S",NA,0.22,0.02,0.01,0.29,NA,0.11,4.43,1.02,0.36,0.24,NA,NA,NA,0,TRUE
"276",1969-12-23,NA,"S",NA,0.42,0.03,0.01,0.24,NA,0.01,4.22,0.73,1.99,0.33,NA,NA,NA,0,TRUE
"277",1970-01-01,NA,"S",NA,0.09,0.02,0.03,0.15,NA,0.21,4.03,1.67,3.8,0.21,NA,NA,NA,0,TRUE
"278",1970-01-20,NA,"S",NA,0.09,0.02,0.03,0.15,NA,0.21,4.03,1.67,3.8,0.21,NA,NA,NA,0,TRUE
"279",1970-02-07,NA,"S",NA,0.13,0.03,0.04,0.19,NA,0.21,4.19,2.38,1.51,0.25,NA,NA,NA,0,TRUE
"280",1970-02-18,NA,"S",NA,0.03,0.01,0.005,0.07,NA,0.05,4.66,0.58,0.52,0.1,NA,NA,NA,0,TRUE
"281",1970-03-02,NA,"S",NA,0.67,0.11,0.1,0.46,NA,0.43,3.87,2.69,6.7,0.83,NA,NA,NA,0,TRUE
"282",1970-03-10,NA,"S",NA,0.07,0.02,0.02,0.08,NA,0.29,4.03,2.26,2.95,0.12,NA,NA,NA,0,TRUE
"283",1970-03-18,NA,"S",NA,0.04,0.01,0.02,0.03,NA,0.04,4.4,1.08,0.7,0.09,NA,NA,NA,0,TRUE
"284",1970-03-24,NA,"S",NA,0.01,0.005,0.01,0.005,NA,0.06,4.29,1.68,0.8,0.05,NA,NA,NA,0,TRUE
"285",1970-03-31,NA,"S",NA,0.12,0.03,0.03,0.11,NA,0.45,3.98,3.18,2.02,0.16,NA,NA,NA,0,TRUE
"286",1970-04-07,NA,"S",NA,0.03,0.005,0.01,0.03,NA,0.06,4.48,0.68,0.73,0.05,NA,NA,NA,0,TRUE
"287",1970-04-21,NA,"S",NA,1.04,0.15,0.1,0.17,NA,0.66,3.91,6.2,4.17,0.25,NA,NA,NA,0,TRUE
"288",1970-04-28,NA,"S",NA,0.18,0.03,0.05,0.09,NA,0.42,4.07,3.26,1.52,0.18,NA,NA,NA,0,TRUE
"289",1970-05-04,NA,"S",NA,0.18,0.05,0.08,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,TRUE
"290",1970-05-11,NA,"S",NA,1.08,0.14,0.33,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,TRUE
"291",1970-05-18,NA,"S",NA,0.1,0.04,0.13,0.15,NA,0.17,4.23,2.25,0.77,0.36,NA,NA,NA,0,TRUE
"292",1970-06-02,NA,"S",NA,0.29,0.11,0.33,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,TRUE
"293",1970-06-08,NA,"S",NA,0.05,0.03,0.06,0.04,NA,0.37,3.95,2.9,0.72,1.16,NA,NA,NA,0,TRUE
"294",1970-06-29,NA,"S",NA,0.06,0.01,0.02,0.02,NA,0.75,4.01,3.26,0.77,0.12,NA,NA,NA,3,TRUE
"295",1970-07-06,NA,"S",NA,0.26,0.05,0.09,0.07,NA,0.62,3.81,6.8,3.05,NA,NA,NA,NA,3,TRUE
"296",1970-07-15,NA,"S",NA,0.14,0.04,1.17,0.08,NA,0.34,4.11,3.4,0.52,NA,NA,NA,NA,1,FALSE
"297",1970-07-21,NA,"S",NA,0.19,0.05,0.03,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,FALSE
"298",1970-08-10,NA,"S",NA,NA,NA,0.76,1.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,FALSE
"299",1970-08-17,NA,"S",NA,0.28,0.08,0.37,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,TRUE
"300",1970-08-25,NA,"S",NA,0.02,0.01,0.03,0.03,NA,0.43,4.04,2.8,1.63,0.15,NA,NA,NA,3,TRUE
"301",1970-09-01,NA,"S",NA,0.34,0.07,0.06,0.04,NA,0.75,3.87,6.1,2.22,NA,NA,NA,NA,0,TRUE
"302",1970-09-09,NA,"S",NA,0.1,0.02,0.09,0.04,NA,0.51,3.82,4.3,2.49,0.33,NA,NA,NA,0,TRUE
"303",1970-09-14,NA,"S",NA,0.14,0.03,0.06,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,TRUE
"304",1970-09-22,NA,"S",NA,0.005,0.001,0.01,0.02,NA,0.25,3.98,3,0.94,0.26,NA,NA,NA,3,TRUE
"305",1970-09-29,NA,"S",NA,0.05,0.01,0.16,0.04,NA,0.04,4.06,2.6,1.52,0.3,NA,NA,NA,3,TRUE
"306",1970-10-05,NA,"S",NA,0.17,0.04,0.08,0.13,NA,0.68,3.72,5.1,2.84,0.57,NA,NA,NA,1,FALSE
"307",1970-10-13,NA,"S",NA,0.38,0.2,0.32,1.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,FALSE
"308",1970-10-20,NA,"S",NA,0.09,0.03,0.05,0.14,NA,0.63,3.57,5,4.49,0.99,NA,NA,NA,0,TRUE
"309",1970-10-27,NA,"S",NA,0.02,0.07,0.04,0.57,NA,0.13,3.92,1.2,0.27,2.59,NA,NA,NA,1,FALSE
"310",1970-11-16,NA,"S",NA,0.01,0.03,0.03,0.27,NA,0.23,4.31,1.4,0.45,0.72,NA,NA,NA,0,TRUE
"311",1970-11-23,NA,"S",NA,0.1,0.05,0.04,0.38,NA,0.16,4.25,2.3,1.13,NA,NA,NA,NA,2,TRUE
"312",1970-12-08,NA,"S",NA,0.12,0.04,0.13,0.13,NA,0.35,4.25,2.2,2.55,0.17,NA,NA,NA,0,TRUE
"313",1970-12-14,NA,"S",NA,0.15,0.05,0.06,0.05,NA,0.1,3.98,0.94,2.88,2.22,NA,NA,NA,1,FALSE
"314",1970-12-22,NA,"S",NA,0.12,0.02,0.1,0.05,NA,0.005,4.22,1.5,0.76,1.08,5e-04,NA,NA,0,TRUE
"315",1970-12-29,NA,"S",NA,0.06,0.01,0.04,0.03,NA,0.05,4.52,0.7,0.71,0.08,0.005,NA,NA,0,TRUE
"316",1971-01-05,NA,"S",NA,0.09,0.02,0.11,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,TRUE
"317",1971-01-12,NA,"S",NA,0.22,0.03,0.14,0.14,NA,0.01,4.06,2.7,3.1,0.67,0.006,NA,NA,0,TRUE
"318",1971-01-19,NA,"S",NA,0.05,0.01,0.04,0.05,NA,0.21,4.3,1.4,1.18,0.46,5e-04,NA,NA,0,TRUE
"319",1971-01-26,NA,"S",NA,0.13,0.02,0.04,0.06,NA,0.005,4.23,1.1,3.4,0.26,5e-04,NA,NA,0,TRUE
"320",1971-02-02,NA,"S",NA,0.08,0.02,0.01,0.05,NA,0.17,4.38,1.5,1.62,0.17,5e-04,NA,NA,0,TRUE
"321",1971-02-09,NA,"S",NA,0.06,0.01,0.01,0.01,NA,0.28,4.92,0.1,0.66,0.08,NA,NA,NA,0,TRUE
"322",1971-02-15,NA,"S",NA,0.1,0.05,0.02,0.4,NA,0.48,4.27,2.4,1.7,0.81,NA,NA,NA,0,TRUE
"323",1971-02-22,NA,"S",NA,0.11,0.03,0.02,0.16,NA,0.33,4.13,2.9,2.87,0.26,NA,NA,NA,0,TRUE
"324",1971-03-01,NA,"S",NA,0.18,0.02,0.02,0.04,NA,0.31,4.44,1.9,1.16,0.11,NA,NA,NA,0,TRUE
"325",1971-03-08,NA,"S",NA,0.1,0.02,0.03,0.05,NA,0.07,4.47,1,1.3,0.16,NA,NA,NA,0,TRUE
"326",1971-03-15,NA,"S",NA,0.27,0.04,0.04,0.08,NA,0.17,3.92,2.2,4.2,1.14,NA,NA,NA,0,TRUE
"327",1971-03-23,NA,"S",NA,0.08,0.03,0.02,0.02,NA,0.07,4.55,0.4,0.9,0.08,NA,NA,NA,0,TRUE
"328",1971-04-06,NA,"S",NA,0.76,0.2,0.16,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,TRUE
"329",1971-04-12,NA,"S",NA,0.63,0.12,0.07,0.14,NA,0.31,3.99,4.2,2.76,0.55,NA,NA,NA,0,TRUE
"330",1971-04-20,NA,"S",NA,1.44,1.77,0.19,0.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,TRUE
"331",1971-04-27,NA,"S",NA,0.66,0.1,0.07,0.11,NA,0.7,3.8,6,4.5,0.4,NA,NA,NA,0,TRUE
"332",1971-05-03,NA,"S",NA,0.07,0.01,0.03,0.03,NA,0.61,3.75,6.6,3.1,0.35,NA,NA,NA,0,TRUE
"333",1971-05-10,NA,"S",NA,0.29,0.04,0.33,0.4,NA,0.14,3.99,4.1,2.08,0.78,NA,NA,NA,0,TRUE
"334",1971-05-17,NA,"S",NA,0.37,0.08,0.2,0.09,NA,0.72,3.78,6.9,4.4,0.33,NA,NA,NA,0,TRUE
"335",1971-06-01,NA,"S",NA,0.4,0.12,0.4,0.13,NA,1.08,3.78,8.1,4.2,0.55,NA,NA,NA,1,FALSE
"336",1971-06-14,NA,"S",NA,0.25,0.05,0.06,0.04,NA,0.38,3.92,5,1.68,0.93,NA,NA,NA,0,TRUE
"337",1971-06-28,NA,"S",NA,0.1,0.01,0.05,0.01,NA,0.43,3.99,4.9,1.65,0.15,NA,NA,NA,0,TRUE
"338",1971-07-01,NA,"S",NA,0.17,0.03,0.05,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,TRUE
"339",1971-07-05,NA,"S",NA,0.08,0.01,0.01,0.02,NA,0.58,4.08,4.9,1.85,0.11,NA,NA,NA,0,TRUE
"340",1971-07-12,NA,"S",NA,0.09,0.01,0.005,0.03,NA,0.26,3.95,4.9,1.72,0.17,NA,NA,NA,0,TRUE
"341",1971-07-15,NA,"S",NA,0.15,0.02,0.02,0.05,NA,0.36,4.14,3.9,1.78,0.2,NA,NA,NA,0,TRUE
"342",1971-07-26,NA,"S",NA,0.09,0.02,0.02,0.01,NA,0.34,3.98,5.2,1.5,0.25,NA,NA,NA,0,TRUE
"343",1971-08-02,NA,"S",NA,0.02,0.01,0.02,0.02,NA,0.14,4.12,2.8,1.38,0.22,0.023,NA,NA,1,FALSE
"344",1971-08-09,NA,"S",NA,0.02,0.01,0.005,0.04,NA,0.18,4.08,2.2,0.96,0.82,0.034,NA,NA,1,FALSE
"345",1971-08-16,NA,"S",NA,0.2,0.04,0.01,0.01,NA,0.6,NA,1.6,2.17,0.32,0.038,NA,NA,1,FALSE
"346",1971-08-23,NA,"S",NA,0.29,0.06,0.08,0.03,NA,1.25,NA,1.6,4.45,0.32,0.052,NA,NA,1,FALSE
"347",1971-08-30,NA,"S",NA,0.04,0.02,0.01,0.12,NA,0.07,4.74,0.9,0.23,0.25,NA,NA,NA,0,TRUE
"348",1971-09-07,NA,"S",NA,0.15,0.04,0.13,0.04,NA,0.56,3.91,6.9,1.64,0.15,0.16,NA,NA,1,FALSE
"349",1971-09-13,NA,"S",NA,0.02,0.01,0.01,0.05,NA,0.37,4.29,1.5,0.8,0.63,NA,NA,NA,0,TRUE
"350",1971-09-20,NA,"S",NA,0.05,0.22,0.05,0.08,NA,0.16,3.96,3,1.06,0.3,NA,NA,NA,1,FALSE
"351",1971-09-27,NA,"S",NA,0.05,0.03,0.03,0.15,NA,0.2,3.85,3.6,2.04,1.42,NA,NA,NA,0,TRUE
"352",1971-10-12,NA,"S",NA,0.16,0.04,0.32,0.02,NA,0.22,4.33,1.8,1.26,0.11,0.053,NA,NA,1,FALSE
"353",1971-10-26,NA,"S",NA,0.02,0.02,0.04,0.05,NA,0.13,4.61,0.7,0.43,0.17,NA,NA,NA,1,FALSE
"354",1971-11-09,NA,"S",NA,0.13,0.06,0.04,0.31,NA,0.1,4.03,2.4,1.79,1.1,0.01,NA,NA,0,TRUE
"355",1971-11-30,NA,"S",NA,0.07,0.02,0.005,0.09,NA,0.09,4.13,2.7,2.37,0.25,0.003,NA,NA,0,TRUE
"356",1971-12-08,NA,"S",NA,0.04,0.01,0.05,0.03,NA,0.08,4.37,0.8,1.36,0.38,5e-04,NA,NA,0,TRUE
"357",1971-12-14,NA,"S",NA,0.05,0.01,0.01,0.03,NA,0.14,4.22,2.3,1.95,0.17,5e-04,NA,NA,0,TRUE
"358",1971-12-20,NA,"S",NA,0.12,0.02,0.01,0.04,NA,0.11,4.22,3.1,2.94,0.26,5e-04,NA,NA,0,TRUE
"359",1971-12-28,NA,"S",NA,0.08,0.03,0.03,0.13,NA,0.25,4.19,2.3,1.81,0.32,0.003,NA,NA,0,TRUE
"360",1972-01-04,NA,"S",NA,0.05,0.01,0.005,0.05,NA,0.12,4.42,1.4,1.32,0.19,NA,NA,NA,0,TRUE
"361",1972-01-10,NA,"S",NA,0.25,0.09,0.12,0.65,NA,0.44,3.94,5.6,5.1,1.18,NA,NA,NA,0,TRUE
"362",1972-01-18,NA,"S",NA,0.15,0.03,0.04,0.11,NA,0.35,3.82,4.3,4.9,0.4,NA,NA,NA,0,TRUE
"363",1972-01-25,NA,"S",NA,0.07,0.02,0.03,0.14,NA,0.1,4.37,1.8,1.36,0.32,NA,NA,NA,0,TRUE
"364",1972-02-02,NA,"S",NA,0.22,0.03,0.04,0.1,NA,0.2,4.35,2.3,1.68,0.26,NA,NA,NA,0,TRUE
"365",1972-02-08,NA,"S",NA,0.02,0.01,0.005,0.04,NA,0.05,4.85,0.1,0.34,0.13,NA,NA,NA,0,TRUE
"366",1972-02-14,NA,"S",NA,0.05,0.04,0.06,0.33,NA,0.19,4.5,1.5,0.7,0.6,NA,NA,NA,0,TRUE
"367",1972-02-23,NA,"S",NA,0.15,0.04,0.05,0.24,NA,0.18,4.8,1,0.36,0.43,NA,NA,NA,0,TRUE
"368",1972-02-29,NA,"S",NA,0.24,0.03,0.02,0.22,NA,0.28,3.85,2.8,6.2,0.46,0.02,NA,NA,0,TRUE
"369",1972-03-07,NA,"S",NA,0.09,0.03,0.03,0.18,NA,0.33,4.19,3.1,2.52,0.23,0.02,NA,NA,0,TRUE
"370",1972-03-21,NA,"S",NA,0.03,0.01,0.005,0.02,NA,0.04,4.62,0.7,0.54,0.11,0.01,NA,NA,0,TRUE
"371",1972-03-28,NA,"S",NA,0.04,0.21,0.02,0.06,NA,0.3,4.02,3.9,2.75,0.26,0.01,NA,NA,0,TRUE
"372",1972-04-03,NA,"S",NA,0.16,0.05,0.04,0.23,NA,0.5,3.75,6,4.2,0.52,0.01,NA,NA,0,TRUE
"373",1972-04-11,NA,"S",NA,0.23,0.03,0.02,0.04,NA,0.63,3.9,5.1,3.74,0.23,0.01,NA,NA,0,TRUE
"374",1972-04-18,NA,"S",NA,0.15,0.02,0.03,0.03,NA,0.43,4.08,4,1.81,0.14,0.01,NA,NA,0,TRUE
"375",1972-04-25,NA,"S",NA,0.39,0.04,0.05,0.05,NA,0.45,4.14,3.2,2.12,0.17,0.02,NA,NA,0,TRUE
"376",1972-05-09,NA,"S",NA,0.13,0.03,0.05,0.07,NA,0.45,3.95,3.4,2.89,0.09,5e-04,NA,NA,0,TRUE
"377",1972-05-15,NA,"S",NA,0.12,0.05,0.04,0.2,NA,0.63,3.8,4.9,1.95,1.37,0.015,NA,NA,0,TRUE
"378",1972-05-23,NA,"S",NA,0.11,0.04,0.22,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,FALSE
"379",1972-06-07,NA,"S",NA,0.17,0.03,0.13,0.03,NA,0.13,4.3,2,1.11,0.08,0.03,0.07,NA,3,TRUE
